"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"19164","Stan Sieracki","Stan","Sieracki","Meriden","CT","USA","4/29/1904","Pennsylvania",NA,NA,NA,NA,"T","1-Jun",192,NA,NA,NA,NA,1922,1922,0,41.5381535,-72.8070435
"19167","Herb Sies","Herb","Sies","Ames","IA","USA","1893-01-02","Pittsburgh",NA,NA,NA,NA,"G-T","1-Jun",203,NA,NA,NA,NA,1922,1922,0,42.0307812,-93.6319131
"19168","Eric Sievers","Eric","Sievers","Urbana","IL","USA","11/9/1957","Maryland","San Diego Chargers","4th","107th",1981,"TE","4-Jun",236,NA,NA,NA,NA,1922,1922,0,40.1105875,-88.2072697
"19169","Dom Sigillo","Dom","Sigillo","Storrs","CT","USA","3/7/1913","Xavier (OH)",NA,NA,NA,NA,"T-G","Jun-00",230,"7/1/1957","San Francisco","CA",NA,1943,1945,2,41.8084314,-72.2495231
"19170","Ricky Siglar","Ricky","Siglar","Albuquerque","NM","USA","6/14/1966","San Jose St.",NA,NA,NA,NA,"T-G","7-Jun",308,NA,NA,NA,NA,1943,1945,2,35.0843859,-106.650422
"19171","Joe Signaigo","Joe","Signaigo","Memphis","TN","USA","2/9/1923","Notre Dame","Los Angeles Rams","10th","90th",1946,"G","1-Jun",220,"1/16/2007","Memphis","TN",NA,1943,1945,2,35.1495343,-90.0489801
"19172","Sig Sigurdson","Sig","Sigurdson","Seattle","WA","USA","11/27/1918","Pacific Lutheran",NA,NA,NA,NA,"E-DE","2-Jun",206,"12/2/2006","Seattle"," WA",NA,1943,1945,2,47.6062095,-122.3320708
"19173","Vai Sikahema","Vai","Sikahema","Nuku'Alofa",NA,"Tonga","8/29/1962","BYU","St. Louis Cardinals","10th","254th",1986,"RB","9-May",181,NA,NA,NA,NA,1986,1993,7,-21.1393418,-175.204947
"19174","Mike Sikich","Mike","Sikich","Chicago","IL","USA","3/3/1949","Northwestern","Cleveland Browns","11th","274th",1971,"G","2-Jun",243,NA,NA,NA,NA,1986,1993,7,41.8781136,-87.6297982
"19175","Rudy Sikich","Rudy","Sikich","Hibbing","MN","USA","2/12/1921","Minnesota","Brooklyn Tigers","4th","29th",1944,"T","1-Jun",220,"1/4/1998"," "," ",NA,1986,1993,7,47.4271546,-92.9376887
"19176","Mike Sikora","Mike","Sikora","Hammond","IN","USA","11/29/1926","Indiana",NA,NA,NA,NA,"G","2-Jun",230,"4/30/2012","Columbus","OH",NA,1986,1993,7,41.5833688,-87.5000412
"19177","Sam Silas","Sam","Silas","Homeland","FL","USA","9/25/1940","Southern Illinois","Boston Patriots","6th","46th",1963,"DT","4-Jun",255,NA,NA,NA,NA,1963,1970,7,36.7501532,-95.9669404
"19179","Dan Sileo","Dan","Sileo","Stamford","CT","USA","1/3/1964","Maryland","Tampa Bay Buccaneers","3rd","2nd",1987,"DT","2-Jun",282,NA,NA,NA,NA,1963,1970,7,41.0534302,-73.5387341
"19180","Brandon Siler","Brandon","Siler","Daytona Beach","FL","USA","12/5/1985","Florida","San Diego Chargers","7th","240th",2007,"LB","2-Jun",241,NA,NA,NA,NA,1963,1970,7,29.2108147,-81.0228331
"19181","Rich Siler","Rich","Siler","Miami","FL","USA","11/1/1963","Illinois",NA,NA,NA,NA,"TE","4-Jun",240,NA,NA,NA,NA,1963,1970,7,25.7616798,-80.1917902
"19183","Joe Silipo","Joe","Silipo","Glen Cove","NY","USA","12/31/1957","Tulane",NA,NA,NA,NA,"TE","3-Jun",295,NA,NA,NA,NA,1963,1970,7,40.8623217,-73.6337389
"19185","Jamie Silva","Jamie","Silva","East Providence","RI","USA","12/14/1984","Boston Col.",NA,NA,NA,NA,"DB","11-May",204,NA,NA,NA,NA,1963,1970,7,41.8137116,-71.3700545
"19188","Nilo Silvan","Nilo","Silvan","Covington","LA","USA","10/2/1973","Tennessee","Tampa Bay Buccaneers","6th","180th",1996,"WR","9-May",176,NA,NA,NA,NA,1963,1970,7,36.7555711,-95.9391777
"19189","Carl Silvestri","Carl","Silvestri","Milwaukee","WI","USA","3/27/1943","Wisconsin","St. Louis Cardinals","16th","222nd",1965,"DB","11-May",195,"11/25/2004","Mequon","WI",NA,1963,1970,7,43.0389025,-87.9064736
"19190","Don Silvestri","Don","Silvestri","Perkasie","PA","USA","12/25/1968","Pittsburgh",NA,NA,NA,NA,"K","4-Jun",220,NA,NA,NA,NA,1963,1970,7,40.372048,-75.292676
"19193","Ken Simendinger","Ken","Simendinger","Philadelphia","PA","USA","1899-10-23","Lehigh",NA,NA,NA,NA,"HB","10-May",175,"5/26/1972","Philadelphia","PA",NA,1932,1933,1,39.9525839,-75.1652215
"19194","Don Simensen","Don","Simensen","Minot","ND","USA","9/11/1926","St. Thomas",NA,NA,NA,NA,"T","2-Jun",220,"4/22/1994","Fridley","MN",NA,1932,1933,1,48.2329668,-101.2922906
"19195","John Simerson","John","Simerson","Honolulu","HI","USA","4/20/1935","Purdue","Philadelphia Eagles","22nd","254th",1957,"C-T","3-Jun",257,"8/2/1992","Los Angeles","CA",NA,1932,1933,1,21.3069444,-157.8583333
"19196","Tracy Simien","Tracy","Simien","Bay City","TX","USA","5/21/1967","TCU",NA,NA,NA,NA,"LB","1-Jun",252,NA,NA,NA,NA,1932,1933,1,43.5944677,-83.8888647
"19197","Milt Simington","Milt","Simington","Wright City","OK","USA","8/26/1918","Arkansas","Cleveland Rams","9th","74th",1941,"G","2-Jun",217,"1/17/1943","Shreveport","LA",NA,1932,1933,1,38.8275491,-91.0201422
"19199","Mike Simmonds","Mike","Simmonds","Belleville","IL","USA","8/12/1964","Indiana St.","Tampa Bay Buccaneers","10th","252nd",1987,"G","4-Jun",285,NA,NA,NA,NA,1932,1933,1,38.5200504,-89.9839935
"19200","Anthony Simmons","Anthony","Simmons","Spartanburg","SC","USA","6/20/1976","Clemson","Seattle Seahawks","1st","15th",1998,"LB","Jun-00",240,NA,NA,NA,NA,1932,1933,1,34.9495672,-81.9320482
"19201","Bob Simmons","Bob","Simmons","Temple","TX","USA","7/7/1954","Texas","New Orleans Saints","3rd","77th",1976,"G-T","4-Jun",260,NA,NA,NA,NA,1932,1933,1,37.0421218,-95.6273972
"19202","Brian Simmons","Brian","Simmons","New Bern","NC","USA","6/21/1975","North Carolina","Cincinnati Bengals","1st","17th",1998,"LB","3-Jun",244,NA,NA,NA,NA,1932,1933,1,35.108493,-77.0441143
"19203","Cleo Simmons","Cleo","Simmons","Mobile","AL","USA","10/21/1960","Jackson St.",NA,NA,NA,NA,"TE","2-Jun",225,NA,NA,NA,NA,1932,1933,1,37.047544,-95.638411
"19204","Clyde Simmons","Clyde","Simmons","Lanes","SC","USA","8/4/1964","West. Carolina","Philadelphia Eagles","9th","233rd",1986,"DE-DT","5-Jun",292,NA,NA,NA,NA,1932,1933,1,37.0500432,-95.6516284
"19205","Dave Simmons","Dave","Simmons","Elizabethtown","KY","USA","8/3/1943","Georgia Tech","St. Louis Cardinals","2nd","26th",1965,"LB","4-Jun",245,NA,NA,NA,NA,1932,1933,1,40.1528719,-76.6027455
"19206","Dave Simmons","Dave","Simmons","Goldsboro","NC","USA","1/19/1957","North Carolina","Green Bay Packers","6th","153rd",1979,"LB","4-Jun",221,NA,NA,NA,NA,1932,1933,1,35.3848841,-77.9927651
"19207","Ed Simmons","Ed","Simmons","Seattle","WA","USA","12/31/1963","East. Washington","Washington Redskins","6th","164th",1987,"T-G","5-Jun",315,NA,NA,NA,NA,1932,1933,1,47.6062095,-122.3320708
"19208","Floyd Simmons","Floyd","Simmons","Portland","OH","USA","2/19/1925","Notre Dame","Pittsburgh Steelers","24th","223rd",1948,"B","1-Jun",200,"8/6/1996","Portland","OR",NA,1932,1933,1,45.5122308,-122.6587185
"19209","Jack Simmons","Jack","Simmons","Grosse Pointe","MI","USA","10/8/1924","Maryland","Detroit Lions","22nd","207th",1946,"C-G-T","4-Jun",236,"9/17/1978","Royal Oak","MI",NA,1932,1933,1,42.3861485,-82.9118591
"19211","Jason Simmons","Jason","Simmons","Inglewood","CA","USA","3/30/1976","Arizona St.","Pittsburgh Steelers","5th","137th",1998,"DB","9-May",198,NA,NA,NA,NA,1932,1933,1,33.9616801,-118.3531311
"19212","Jeff Simmons","Jeff","Simmons","Stockton","CA","USA","7/6/1960","USC","Los Angeles Rams","7th","171st",1983,"WR","3-Jun",195,NA,NA,NA,NA,1932,1933,1,37.9577016,-121.2907796
"19213","Jerry Simmons","Jerry","Simmons","Nichols","FL","USA","11/14/1942","Bethune-Cookman",NA,NA,NA,NA,"WR-SE","Jun-00",190,NA,NA,NA,NA,1932,1933,1,36.132858,-95.901781
"19215","John Simmons","John","Simmons","Little Rock","AR","USA","12/1/1958","SMU","Cincinnati Bengals","3rd","64th",1981,"DB","11-May",192,NA,NA,NA,NA,1932,1933,1,34.7464809,-92.2895948
"19216","Kendall Simmons","Kendall","Simmons","Ripley","MA","USA","3/11/1979","Auburn","Pittsburgh Steelers","1st","30th",2002,"G","3-Jun",313,NA,NA,NA,NA,1932,1933,1,36.0178366,-96.9055843
"19217","King Simmons","King","Simmons","Atlanta","GA","USA","2/12/1963","Texas Tech","Cleveland Browns","12th","319th",1986,"DB","2-Jun",200,NA,NA,NA,NA,1932,1933,1,33.7489954,-84.3879824
"19218","Leon Simmons","Leon","Simmons","Dallas","TX","USA","9/27/1938","Grambling St.",NA,NA,NA,NA,"LB","Jun-00",225,NA,NA,NA,NA,1932,1933,1,32.7766642,-96.7969879
"19219","Marcello Simmons","Marcello","Simmons","Tomball","TX","USA","8/8/1971","SMU","Cincinnati Bengals","4th","90th",1993,"DB","1-Jun",180,NA,NA,NA,NA,1932,1933,1,30.0971621,-95.6160549
"19220","Michael Simmons","Michael","Simmons","Eupora","MS","USA","11/14/1965","Mississippi St.",NA,NA,NA,NA,"DE","4-Jun",269,NA,NA,NA,NA,1932,1933,1,33.5406769,-89.2670124
"19222","Roy Simmons","Roy","Simmons","Savannah","GA","USA","11/8/1956","Georgia Tech","New York Giants","8th","201st",1979,"G","3-Jun",264,NA,NA,NA,NA,1932,1933,1,32.0808989,-81.091203
"19223","Sam Simmons","Sam","Simmons","Kansas City","KS","USA","11/25/1979","Northwestern","Miami Dolphins","5th","170th",2002,"WR","9-May",200,NA,NA,NA,NA,1932,1933,1,39.0997265,-94.5785667
"19224","Stacey Simmons","Stacey","Simmons","Clearwater","FL","USA","8/5/1968","Florida","Indianapolis Colts","4th","83rd",1990,"WR","9-May",183,NA,NA,NA,NA,1932,1933,1,27.9658533,-82.8001026
"19225","Terrance Simmons","Terrance","Simmons","Moss Point","MS","USA","5/3/1976","Alabama St.",NA,NA,NA,NA,"DT","8-Jun",310,NA,NA,NA,NA,1932,1933,1,30.4115881,-88.5344601
"19226","Tony Simmons","Tony","Simmons","Oakland","CA","USA","12/18/1962","Tennessee","San Diego Chargers","12th","318th",1985,"DE","4-Jun",270,NA,NA,NA,NA,1932,1933,1,37.8043637,-122.2711137
"19227","Tony Simmons","Tony","Simmons","Chicago","IL","USA","12/8/1974","Wisconsin","New England Patriots","2nd","52nd",1998,"WR","1-Jun",210,NA,NA,NA,NA,1932,1933,1,41.8781136,-87.6297982
"19229","Victor Simmons","Victor","Simmons","Chicago","IL","USA","5/9/1964","Central State (OH)",NA,NA,NA,NA,"LB","2-Jun",230,NA,NA,NA,NA,1932,1933,1,41.8781136,-87.6297982
"19230","Wayne Simmons","Wayne","Simmons","Beaufort","SC","USA","12/15/1969","Clemson","Green Bay Packers","1st","15th",1993,"LB","2-Jun",245,"8/23/2002","Independence","MO",NA,1932,1933,1,32.4315813,-80.6698286
"19231","Bob Simms","Bob","Simms","Clendenin","WV","USA","9/3/1938","Rutgers","New York Giants","10th","120th",1960,"LB-E","1-Jun",230,NA,NA,NA,NA,1932,1933,1,38.4887089,-81.3481745
"19232","Chris Simms","Chris","Simms","Ridgewood","NJ","USA","8/29/1980","Texas","Tampa Bay Buccaneers","3rd","97th",2003,"QB","4-Jun",220,NA,NA,NA,NA,1932,1933,1,40.9792645,-74.1165313
"19234","Phil Simms","Phil","Simms","Lebanon","KY","USA","11/3/1954","Morehead St.","New York Giants","1st","7th",1979,"QB","3-Jun",216,NA,NA,NA,NA,1932,1933,1,33.854721,35.862285
"19235","Corey Simon","Corey","Simon","Pomano Beach","FL","USA","3/2/1977","Florida St.","Philadelphia Eagles","1st","6th",2000,"DT","2-Jun",293,NA,NA,NA,NA,1932,1933,1,26.2378597,-80.1247667
"19236","Jim Simon","Jim","Simon","Pittsburgh","PA","USA","3/22/1940","Miami (FL)","Boston Patriots","9th","71st",1963,"G-T","4-Jun",240,NA,NA,NA,NA,1932,1933,1,40.4406248,-79.9958864
"19237","John Simon","John","Simon","Baton Rouge","LA","USA","12/11/1978","Louisiana Tech",NA,NA,NA,NA,"RB","11-May",202,NA,NA,NA,NA,1932,1933,1,30.4514677,-91.1871466
"19240","Mike Simone","Mike","Simone","Ravenna","OH","USA","5/20/1950","Stanford",NA,NA,NA,NA,"LB","Jun-00",210,NA,NA,NA,NA,1932,1933,1,44.4183598,12.2035294
"19241","Mark Simoneau","Mark","Simoneau","Phillipsburg","KS","USA","1/16/1977","Kansas St.","Atlanta Falcons","3rd","67th",2000,"LB","Jun-00",245,NA,NA,NA,NA,1932,1933,1,40.6937099,-75.1901761
"19242","Lenny Simonetti","Lenny","Simonetti","Roswell","OH","USA","11/20/1919","Tennessee",NA,NA,NA,NA,"T","11-May",225,"8/14/1973","Dennison","OH",NA,1932,1933,1,33.3942655,-104.5230242
"19243","Ed Simonini","Ed","Simonini","Portsmouth","VA","USA","2/2/1954","Texas A&M","Baltimore Colts","3rd","81st",1976,"LB","Jun-00",210,NA,NA,NA,NA,1932,1933,1,43.0717552,-70.7625532
"19244","John Simons","John","Simons","St. Paul","MN","USA","1/22/1901","Hamline",NA,NA,NA,NA,"FB-E","11-May",200,"1/22/1978","Las Vegas","NV",NA,1932,1933,1,44.9537029,-93.0899578
"19245","Keith Simons","Keith","Simons","Ypsilanti","MI","USA","4/26/1954","Minnesota","Kansas City Chiefs","3rd","63rd",1976,"DT-NT","3-Jun",254,NA,NA,NA,NA,1932,1933,1,42.2411499,-83.6129939
"19246","Kevin Simons","Kevin","Simons","Miami","FL","USA","4/25/1967","Tennessee",NA,NA,NA,NA,"T","3-Jun",315,NA,NA,NA,NA,1932,1933,1,25.7616798,-80.1917902
"19247","Dave Simonson","Dave","Simonson","Austin","MN","USA","5/2/1952","Minnesota","Baltimore Colts","12th","292nd",1974,"T","6-Jun",246,NA,NA,NA,NA,1932,1933,1,30.267153,-97.7430608
"19248","Ken Simonton","Ken","Simonton","Pittsburg","CA","USA","6/7/1979","Oregon St.",NA,NA,NA,NA,"RB","8-May",191,NA,NA,NA,NA,1932,1933,1,38.0279762,-121.8846806
"19249","Maurice Simpkins","Maurice","Simpkins","Batesburg","SC","USA","4/29/1983","Catawba",NA,NA,NA,NA,"LB","Jun-00",236,NA,NA,NA,NA,1932,1933,1,33.9101425,-81.5373261
"19250","Ron Simpkins","Ron","Simpkins","Detroit","MI","USA","4/2/1958","Michigan","Cincinnati Bengals","7th","167th",1980,"LB","1-Jun",235,NA,NA,NA,NA,1932,1933,1,42.331427,-83.0457538
"19251","Al Simpson","Al","Simpson","Pittsburgh","PA","USA","7/27/1951","Colorado St.","New York Giants","2nd","27th",1975,"G-T","5-Jun",255,NA,NA,NA,NA,1932,1933,1,40.4406248,-79.9958864
"19252","Antoine Simpson","Antoine","Simpson","Gary","IN","USA","12/7/1976","Houston",NA,NA,NA,NA,"DT","2-Jun",310,NA,NA,NA,NA,1932,1933,1,41.6020403,-87.3371523
"19253","Bill Simpson","Bill","Simpson","Detroit","MI","USA","12/5/1951","Michigan St.","Los Angeles Rams","2nd","50th",1974,"DB","1-Jun",184,NA,NA,NA,NA,1932,1933,1,42.331427,-83.0457538
"19254","Bob Simpson","Bob","Simpson","Bloomington","IL","USA","3/29/1954","Colorado","Miami Dolphins","8th","230th",1976,"DE","5-Jun",235,NA,NA,NA,NA,1932,1933,1,39.165325,-86.5263857
"19255","Carl Simpson","Carl","Simpson","Baxley","GA","USA","4/18/1970","Florida St.","Chicago Bears","2nd","35th",1993,"DT","2-Jun",292,NA,NA,NA,NA,1932,1933,1,31.7782514,-82.3484618
"19256","Chad Simpson","Chad","Simpson","Miami","FL","USA","8/22/1985","Morgan St.",NA,NA,NA,NA,"RB","9-May",216,NA,NA,NA,NA,1932,1933,1,25.7616798,-80.1917902
"19257","Eber Simpson","Eber","Simpson","Oshkosh","WI","USA","1895-07-24","Wisc-Oshkosh",NA,NA,NA,NA,"BB-QB","8-May",170,NA,NA,NA,NA,1932,1933,1,37.09024,-95.712891
"19258","Howard Simpson","Howard","Simpson","Lancaster","SC","USA","12/14/1942","Auburn","Buffalo Bills","10th","76th",1964,"DE","5-Jun",230,NA,NA,NA,NA,1932,1933,1,40.0378755,-76.3055144
"19259","Jackie Simpson","Jackie","Simpson","Corinth","MS","USA","8/20/1936","Mississippi","Washington Redskins","21st","246th",1958,"LB-K","Jun-00",225,"6/2/1983","Pontiac","MI",NA,1932,1933,1,37.9386365,22.9322383
"19260","Jackie M. Simpson","Jackie","M.","Miami","FL","USA","4/2/1934","Florida","Baltimore Colts","4th","44th",1957,"DB","10-May",183,NA,NA,NA,NA,1932,1933,1,25.7616798,-80.1917902
"19261","Jerome Simpson","Jerome","Simpson","Reidsville","NC","USA","2/4/1986","Coastal Carolina","Cincinnati Bengals","2nd","46th",2008,"WR","1-Jun",193,NA,NA,NA,NA,1932,1933,1,36.3548586,-79.6644747
"19263","Keith Simpson","Keith","Simpson","Memphis","TN","USA","3/9/1956","Memphis","Seattle Seahawks","1st","9th",1978,"DB","1-Jun",195,NA,NA,NA,NA,1932,1933,1,35.1495343,-90.0489801
"19264","Ko Simpson","Ko","Simpson","Rock Hill","SC","USA","11/9/1983","South Carolina","Buffalo Bills","4th","105th",2006,"DB","1-Jun",200,NA,NA,NA,NA,1932,1933,1,34.9248667,-81.0250784
"19265","Mike Simpson","Mike","Simpson","Mena","AR","USA","3/13/1947","Houston","San Diego Chargers","13th","330th",1969,"DB","9-May",170,NA,NA,NA,NA,1932,1933,1,34.5862171,-94.2396554
"19266","Nate Simpson","Nate","Simpson","Nashville","TN","USA","11/30/1954","Tennessee St.","Green Bay Packers","5th","122nd",1977,"RB","11-May",189,NA,NA,NA,NA,1932,1933,1,36.1626638,-86.7816016
"19267","O.J. Simpson","O.J.","Simpson","San Francisco","CA","USA","7/9/1947","USC","Buffalo Bills","1st","1st",1969,"RB","2-Jun",212,NA,NA,NA,NA,1932,1933,1,37.7749295,-122.4194155
"19268","Tim Simpson","Tim","Simpson","Peoria","IL","USA","3/5/1969","Illinois","Cleveland Browns","12th","329th",1992,"G-C","2-Jun",284,NA,NA,NA,NA,1932,1933,1,40.6936488,-89.5889864
"19269","Travis Simpson","Travis","Simpson","Norman","OK","USA","11/19/1963","Oklahoma",NA,NA,NA,NA,"C","3-Jun",272,NA,NA,NA,NA,1932,1933,1,37.09024,-95.712891
"19271","Barry Sims","Barry","Sims","Park City","UT","USA","12/1/1974","Utah St.",NA,NA,NA,NA,"T-G","5-Jun",300,NA,NA,NA,NA,1932,1933,1,40.6460622,-111.4979729
"19272","Billy Sims","Billy","Sims","St. Louis","MO","USA","9/18/1955","Oklahoma","Detroit Lions","1st","1st",1980,"RB","Jun-00",212,NA,NA,NA,NA,1932,1933,1,38.6270025,-90.1994042
"19273","Darryl Sims","Darryl","Sims","Winston-Salem","NC","USA","7/23/1961","Wisconsin","Pittsburgh Steelers","1st","20th",1985,"DE-NT","3-Jun",278,NA,NA,NA,NA,1932,1933,1,36.0998596,-80.244216
"19274","David Sims","David","Sims","Atlanta","GA","USA","10/26/1955","Georgia Tech","Seattle Seahawks","7th","169th",1977,"RB","3-Jun",216,NA,NA,NA,NA,1932,1933,1,33.7489954,-84.3879824
"19277","Ernie Sims","Ernie","Sims","Tallahassee","FL","USA","12/23/1984","Florida St.","Detroit Lions","1st","9th",2006,"LB","Jun-00",225,NA,NA,NA,NA,1932,1933,1,30.4382559,-84.2807329
"19278","Eugene Sims","Eugene","Sims","Mt.Olive","MS","USA","3/18/1986","West Texas A&M","St. Louis Rams","6th","189th",2010,"LB","5-Jun",240,NA,NA,NA,NA,1932,1933,1,35.1965531,-78.0663788
"19279","George Sims","George","Sims","Afton","TX","USA","10/23/1927","Baylor","Los Angeles Rams","2nd","17th",1949,"DB","11-May",170,NA,NA,NA,NA,1932,1933,1,44.9027452,-92.7835373
"19280","Jack Sims","Jack","Sims","San Mateo","CA","USA","4/21/1962","Hawaii",NA,NA,NA,NA,"G","3-Jun",260,NA,NA,NA,NA,1932,1933,1,37.5629917,-122.3255254
"19281","James Sims","James","Sims","Las Vegas","NV","USA","2/14/1983","Washington",NA,NA,NA,NA,"RB","Jun-00",211,NA,NA,NA,NA,1932,1933,1,36.1699412,-115.1398296
"19282","Jim Sims","Jim","Sims","Galveston","TX","USA","12/28/1953","USC","New York Giants","12th","288th",1974,"LB","Jun-00",195,NA,NA,NA,NA,1932,1933,1,29.3013479,-94.7976958
"19283","Joe Sims","Joe","Sims","Sudbury","MA","USA","3/1/1969","Nebraska","Atlanta Falcons","11th","283rd",1991,"T","3-Jun",310,NA,NA,NA,NA,1932,1933,1,46.4917317,-80.993029
"19284","Keith Sims","Keith","Sims","Baltimore","MD","USA","6/17/1967","Iowa St.","Miami Dolphins","2nd","39th",1990,"G","3-Jun",318,NA,NA,NA,NA,1932,1933,1,39.2903848,-76.6121893
"19285","Ken Sims","Ken","Sims","East St. Louis","IL","USA","11/9/1963","Iowa",NA,NA,NA,NA,"DB","9-May",177,NA,NA,NA,NA,1932,1933,1,38.624514,-90.1506465
"19286","Kenneth Sims","Kenneth","Sims","Kosse","TX","USA","10/31/1959","Texas","New England Patriots","1st","1st",1982,"DE","5-Jun",272,NA,NA,NA,NA,1932,1933,1,31.3076774,-96.6319231
"19287","Marvin Sims","Marvin","Sims","Columbus","GA","USA","6/8/1957","Clemson","Baltimore Colts","12th","324th",1980,"FB","4-Jun",234,NA,NA,NA,NA,1932,1933,1,39.9611755,-82.9987942
"19288","Mickey Sims","Mickey","Sims","Union","SC","USA","3/5/1955","South Carolina St.","Cleveland Browns","4th","110th",1977,"DT-NT","5-Jun",278,"6/7/2006","Parma","OH",NA,1932,1933,1,37.09024,-95.712891
"19289","Pat Sims","Pat","Sims","Fort Lauderdale","FL","USA","11/29/1985","Auburn","Cincinnati Bengals","3rd","77th",2008,"DT","4-Jun",312,NA,NA,NA,NA,1932,1933,1,26.1224386,-80.1373174
"19290","Reggie Sims","Reggie","Sims","Waynesboro","GA","USA","7/30/1962","Northern Illinois",NA,NA,NA,NA,"TE","4-Jun",253,NA,NA,NA,NA,1932,1933,1,38.0684692,-78.8894682
"19291","Rob Sims","Rob","Sims","Macedonia","OH","USA","12/6/1983","Ohio St.","Seattle Seahawks","4th","128th",2006,"G","3-Jun",320,NA,NA,NA,NA,1932,1933,1,41.608635,21.745275
"19292","Ryan Sims","Ryan","Sims","Spartanburg","SC","USA","5/4/1980","North Carolina","Kansas City Chiefs","1st","6th",2002,"DT","4-Jun",315,NA,NA,NA,NA,1932,1933,1,34.9495672,-81.9320482
"19293","Tom Sims","Tom","Sims","Detroit","MI","USA","4/18/1967","West. Michigan","Kansas City Chiefs","6th","152nd",1990,"DT-NT","2-Jun",291,NA,NA,NA,NA,1932,1933,1,42.331427,-83.0457538
"19294","Tommy Sims","Tommy","Sims","Americus","GA","USA","9/29/1964","Tennessee","Indianapolis Colts","7th","190th",1986,"DB","Jun-00",190,NA,NA,NA,NA,1932,1933,1,32.0723861,-84.2326876
"19295","Wes Sims","Wes","Sims","Weatherford","OK","USA","4/8/1981","Oklahoma","San Diego Chargers","6th","177th",2005,"G","4-Jun",317,NA,NA,NA,NA,1932,1933,1,36.059268,-95.923228
"19296","William Sims","William","Sims","Frankfurt",NA,"Germany","12/30/1970","La-Lafayette",NA,NA,NA,NA,"LB","3-Jun",258,NA,NA,NA,NA,1932,1933,1,50.1109221,8.6821267
"19297","Mike Sims-Walker","Mike","Sims-Walker","Orlando","FL","USA","11/21/1984","Central Florida","Jacksonville Jaguars","3rd","79th",2007,"WR","2-Jun",197,NA,NA,NA,NA,1932,1933,1,28.5383355,-81.3792365
"19298","Kaseem Sinceno","Kaseem","Sinceno","Bronx","NY","USA","3/26/1976","Syracuse",NA,NA,NA,NA,"TE","4-Jun",259,NA,NA,NA,NA,1998,2000,2,40.8447819,-73.8648268
"19300","Michael Sinclair","Michael","Sinclair","Galveston","TX","USA","1/31/1968","East. New Mexico","Seattle Seahawks","6th","155th",1991,"DE","4-Jun",267,NA,NA,NA,NA,1998,2000,2,29.3013479,-94.7976958
"19301","Curt Singer","Curt","Singer","Aliquippa","PA","USA","11/4/1961","Tennessee","Washington Redskins","6th","167th",1984,"T","5-Jun",278,NA,NA,NA,NA,1998,2000,2,40.615537,-80.2621852
