"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"152","Dick Alban","Dick","Alban","Hanover","PA","USA","1/17/1929","Northwestern","Washington Redskins","9th","103rd",1952,"DB","Jun-00",193,NA,NA,NA,NA,1952,1959,7,39.8929568,-96.8784224
"154","Vannie Albanese","Vannie","Albanese","Syracuse","NY","USA","12/2/1912","Syracuse",NA,NA,NA,NA,"FB-DB-BB-LB","Jun-00",184,"9/2/1984","Canandaigua","NY",NA,1952,1959,7,43.0481221,-76.1474244
"155","Tom Alberghini","Tom","Alberghini","Peabody","MA","USA","10/27/1920","Holy Cross","Cleveland Rams","13th","115th",1943,"G","10-May",200,NA,NA,NA,NA,1952,1959,7,35.1417003,-90.052784
"156","Branden Albert","Branden","Albert","Rochester","NY","USA","11/4/1984","Virginia","Kansas City Chiefs","1st","15th",2008,"G","5-Jun",215,NA,NA,NA,NA,1952,1959,7,43.1565779,-77.6088465
"157","Frankie Albert","Frankie","Albert","Chicago","IL","USA","1/27/1920","Stanford","Chicago Bears","1st","10th",1942,"QB-DB","10-May",166,"9/4/2002","Palo Alto","CA",NA,1952,1959,7,41.8781136,-87.6297982
"158","Sergio Albert","Sergio","Albert","Mexico City",NA,"Mexico","10/28/1951","Anahuac (Mexico)","St. Louis Cardinals","8th","189th",1974,"K","3-Jun",195,NA,NA,NA,NA,1952,1959,7,19.4326077,-99.133208
"159","Trev Alberts","Trev","Alberts","Cedar Falls","IA","USA","8/8/1970","Nebraska","Indianapolis Colts","1st","5th",1994,"LB","4-Jun",245,NA,NA,NA,NA,1952,1959,7,42.5348993,-92.4453161
"160","Art Albrecht","Art","Albrecht","Manitowoc","WI","USA","2/24/1921","Wisconsin",NA,NA,NA,NA,"T-C-LB","1-Jun",203,"2/1/2004","Manitowoc","WI",NA,1952,1959,7,44.0886059,-87.657584
"161","Ted Albrecht","Ted","Albrecht","Harvey","IL","USA","10/8/1954","California","Chicago Bears","1st","15th",1977,"T-G","4-Jun",253,NA,NA,NA,NA,1952,1959,7,37.09024,-95.712891
"163","Bill Albright","Bill","Albright","Racine","WI","USA","4/4/1929","Wisconsin","New York Giants","20th","242nd",1951,"G-T-DT","1-Jun",233,"1/17/2013","Spooner","WI",NA,1952,1959,7,42.7261309,-87.7828523
"164","Ethan Albright","Ethan","Albright","Greensboro","NC","USA","5/1/1971","North Carolina",NA,NA,NA,NA,"G-C-T","5-Jun",283,NA,NA,NA,NA,1952,1959,7,36.0726354,-79.7919754
"165","Ira Albright","Ira","Albright","Dallas","TX","USA","1/2/1959","NE State (OK)",NA,NA,NA,NA,"NT-RB","Jun-00",285,NA,NA,NA,NA,1952,1959,7,32.7766642,-96.7969879
"166","Vince Albritton","Vince","Albritton","Oakland","CA","USA","7/23/1962","Washington",NA,NA,NA,NA,"DB","2-Jun",215,NA,NA,NA,NA,1952,1959,7,37.8043637,-122.2711137
"167","Zac Alcorn","Zac","Alcorn","Chadron","NE","USA","8/24/1980","Chadron St.",NA,NA,NA,NA,"TE","4-Jun",260,NA,NA,NA,NA,2006,2006,0,42.8294187,-102.9999069
"168","Grady Alderman","Grady","Alderman","Detroit","MI","USA","12/10/1938","Detroit Mercy","Detroit Lions","10th","111th",1960,"T-G","2-Jun",247,NA,NA,NA,NA,1960,1974,14,42.331427,-83.0457538
"170","Ki Aldrich","Ki","Aldrich","Rogers","TX","USA","6/1/1916","TCU","Chicago Cardinals","1st","1st",1939,"C-LB-G","Jun-00",207,"3/12/1983","Temple","TX",NA,1960,1974,14,37.09024,-95.712891
"171","Allen Aldridge","Allen","Aldridge","Eagle Lake","TX","USA","4/27/1945","Prairie View",NA,NA,NA,NA,"DE","6-Jun",250,NA,NA,NA,NA,1960,1974,14,40.6493421,-120.7464897
"172","Allen Aldridge","Allen","Aldridge","Houston","TX","USA","5/30/1972","Houston","Denver Broncos","2nd","51st",1994,"LB","1-Jun",254,NA,NA,NA,NA,1960,1974,14,29.7604267,-95.3698028
"173","Bennie Aldridge","Bennie","Aldridge","Velma","OK","USA","10/24/1926","Oklahoma St.","New York Yanks","6th","68th",1950,"DB-HB","Jun-00",195,"5/14/1956","Bradley","OK",NA,1960,1974,14,34.4600839,-97.6739188
"174","Jerry Aldridge","Jerry","Aldridge","Jacksonville","TX","USA","9/17/1956","Angelo State (TX)","San Francisco 49ers","5th","119th",1979,"RB","2-Jun",220,NA,NA,NA,NA,1960,1974,14,30.3321838,-81.655651
"175","Kevin Aldridge","Kevin","Aldridge","Palestine","TX","USA","3/3/1980","SMU",NA,NA,NA,NA,"DE","1-Jun",285,NA,NA,NA,NA,1960,1974,14,31.952162,35.233154
"176","Lionel Aldridge","Lionel","Aldridge","Evergreen","LA","USA","2/14/1941","Utah St.","Houston Oilers","6th","47th",1963,"DE","3-Jun",254,"2/12/1998","Shorewood","WI",NA,1960,1974,14,47.0580661,-122.9778583
"177","Melvin Aldridge","Melvin","Aldridge","Pittsburgh","TX","USA","7/22/1970","Murray St.",NA,NA,NA,NA,"DB","2-Jun",195,NA,NA,NA,NA,1960,1974,14,40.4406248,-79.9958864
"178","Arnold Ale","Arnold","Ale","San Pedro","CA","USA","6/17/1970","Notre Dame",NA,NA,NA,NA,"LB","2-Jun",234,NA,NA,NA,NA,1994,1996,2,33.7360619,-118.2922461
"179","Ink Aleaga","Ink","Aleaga","Honolulu","HI","USA","4/27/1973","Washington",NA,NA,NA,NA,"LB","1-Jun",251,NA,NA,NA,NA,1994,1996,2,21.3069444,-157.8583333
"181","Keith Alex","Keith","Alex","Kountze","TX","USA","6/9/1969","Texas A&M","Atlanta Falcons","9th","243rd",1992,"G","4-Jun",307,NA,NA,NA,NA,1994,1996,2,30.3715975,-94.3124116
"182","Steve Alexakos","Steve","Alexakos","Lowell","MA","USA","12/15/1946","Arizona St.","Boston Patriots","9th","209th",1969,"G","2-Jun",250,NA,NA,NA,NA,1994,1996,2,42.6334247,-71.3161718
"184","Brent Alexander","Brent","Alexander","Gallatin","TN","USA","7/10/1971","Tennessee St.",NA,NA,NA,NA,"DB","11-May",189,NA,NA,NA,NA,1994,1996,2,36.3883809,-86.4466599
"185","Bruce Alexander","Bruce","Alexander","Lufkin","TX","USA","9/17/1965","S.F. Austin",NA,NA,NA,NA,"DB","9-May",170,NA,NA,NA,NA,1994,1996,2,31.3382406,-94.729097
"186","Charles Alexander","Charles","Alexander","Galveston","TX","USA","7/28/1957","LSU","Cincinnati Bengals","1st","12th",1979,"RB","1-Jun",224,NA,NA,NA,NA,1994,1996,2,29.3013479,-94.7976958
"187","Dan Alexander","Dan","Alexander","Houston","TX","USA","6/17/1955","LSU","New York Jets","8th","200th",1977,"G-T","4-Jun",260,NA,NA,NA,NA,1994,1996,2,29.7604267,-95.3698028
"188","Dan Alexander","Dan","Alexander","Wentzville","MO","USA","3/17/1978","Nebraska","Tennessee Titans","6th","192nd",2001,"RB","Jun-00",257,NA,NA,NA,NA,1994,1996,2,38.81144,-90.8529107
"190","David Alexander","David","Alexander","Silver Spring","MD","USA","7/28/1964","Tulsa","Philadelphia Eagles","5th","121st",1987,"C-G-T","3-Jun",275,NA,NA,NA,NA,1994,1996,2,38.9906657,-77.026088
"191","Derrick Alexander","Derrick","Alexander","Detroit","MI","USA","11/6/1971","Michigan","Cleveland Browns","1st","29th",1994,"WR","2-Jun",195,NA,NA,NA,NA,1994,1996,2,42.331427,-83.0457538
"192","Derrick L. Alexander","Derrick","L.","Jacksonville","FL","USA","11/13/1973","Florida St.","Minnesota Vikings","1st","11th",1995,"DE","4-Jun",277,NA,NA,NA,NA,1994,1996,2,30.3321838,-81.655651
"193","Doc Alexander","Doc","Alexander","Silver Creek","NY","USA","1898-04-01","Syracuse",NA,NA,NA,NA,"C-G-T-E","11-May",220,"9/12/1975","New York","NY",NA,1994,1996,2,36.1031511,-95.8581766
"194","Elijah Alexander","Elijah","Alexander","Fort Worth","TX","USA","8/2/1970","Kansas St.","Tampa Bay Buccaneers","10th","254th",1992,"LB","2-Jun",233,"3/24/2010","Dallas","TX",NA,1994,1996,2,32.7554883,-97.3307658
"195","Eric Alexander","Eric","Alexander","Tyler","TX","USA","2/8/1982","LSU",NA,NA,NA,NA,"LB","3-Jun",230,NA,NA,NA,NA,1994,1996,2,32.3512601,-95.3010624
"197","Gerald Alexander","Gerald","Alexander","Los Angeles","CA","USA","6/28/1984","Boise St.","Detroit Lions","2nd","61st",2007,"DB","Jun-00",210,NA,NA,NA,NA,1994,1996,2,34.0522342,-118.2436849
"198","Glenn Alexander","Glenn","Alexander","New Orleans","LA","USA","6/3/1947","Grambling St.","Buffalo Bills","3rd","67th",1970,"WR","3-Jun",205,NA,NA,NA,NA,1994,1996,2,29.9510658,-90.0715323
"199","Harold Alexander","Harold","Alexander","Pickens","SC","USA","10/20/1970","Appalachian St.","Atlanta Falcons","3rd","67th",1993,"P","2-Jun",224,NA,NA,NA,NA,1994,1996,2,34.8834489,-82.7073573
"200","Jeff Alexander","Jeff","Alexander","Baton Rouge","LA","USA","1/15/1965","Tulane",NA,NA,NA,NA,"RB","Jun-00",232,NA,NA,NA,NA,1994,1996,2,30.4514677,-91.1871466
"201","John Alexander","John","Alexander","New York","NY","USA","1896-07-04","Rutgers",NA,NA,NA,NA,"T","4-Jun",234,"8/5/1986","Edison","NJ",NA,1994,1996,2,40.7127753,-74.0059728
"202","John Alexander","John","Alexander","Hattiesburg","MS","USA","11/12/1955","Rutgers","Miami Dolphins","11th","291st",1977,"DE","2-Jun",250,NA,NA,NA,NA,1994,1996,2,31.3271189,-89.2903392
"203","Kermit Alexander","Kermit","Alexander","New Iberia","LA","USA","1/4/1941","UCLA","Denver Broncos","1st","5th",1963,"DB","11-May",187,NA,NA,NA,NA,1994,1996,2,30.0035365,-91.8187285
"204","Kevin Alexander","Kevin","Alexander","Baton Rouge","LA","USA","1/23/1975","Utah St.",NA,NA,NA,NA,"WR","9-May",185,NA,NA,NA,NA,1994,1996,2,30.4514677,-91.1871466
"205","Kevin Alexander","Kevin","Alexander","Lake Butler","FL","USA","7/1/1987","Clemson",NA,NA,NA,NA,"LB/DE","4-Jun",265,NA,NA,NA,NA,1994,1996,2,30.0227391,-82.3395574
"206","Lorenzo Alexander","Lorenzo","Alexander","Oakland","CA","USA","5/31/1983","California",NA,NA,NA,NA,"DT","1-Jun",300,NA,NA,NA,NA,1994,1996,2,37.8043637,-122.2711137
"207","Mike Alexander","Mike","Alexander","New York","NY","USA","3/19/1965","Penn St.","Los Angeles Raiders","8th","199th",1988,"WR","3-Jun",195,NA,NA,NA,NA,1994,1996,2,40.7127753,-74.0059728
"209","P.J. Alexander","P.J.","Alexander","Springfield","MA","USA","12/23/1978","Syracuse",NA,NA,NA,NA,"G","4-Jun",297,NA,NA,NA,NA,1994,1996,2,42.1014831,-72.589811
"210","Patrise Alexander","Patrise","Alexander","Galveston","TX","USA","10/23/1972","La-Lafayette",NA,NA,NA,NA,"LB","1-Jun",244,NA,NA,NA,NA,1994,1996,2,29.3013479,-94.7976958
"211","Ray Alexander","Ray","Alexander","Miami","FL","USA","1/8/1962","Florida A&M",NA,NA,NA,NA,"WR","4-Jun",195,NA,NA,NA,NA,1994,1996,2,25.7616798,-80.1917902
"212","Robert Alexander","Robert","Alexander","Charleston","WV","USA","4/21/1958","West Virginia","Los Angeles Rams","10th","269th",1981,"RB","Jun-00",185,NA,NA,NA,NA,1994,1996,2,32.7764749,-79.9310512
"213","Roc Alexander","Roc","Alexander","Colorado Springs","CO","USA","9/23/1981","Washington",NA,NA,NA,NA,"DB","Jun-00",193,NA,NA,NA,NA,1994,1996,2,38.8338816,-104.8213634
"214","Rogers Alexander","Rogers","Alexander","Washington","DC","USA","8/11/1964","Penn St.","New York Jets","4th","105th",1986,"LB","3-Jun",222,NA,NA,NA,NA,1994,1996,2,47.7510741,-120.7401385
"215","Rufus Alexander","Rufus","Alexander","Baton Rouge","LA","USA","4/12/1983","Oklahoma","Minnesota Vikings","6th","176th",2007,"LB","1-Jun",228,NA,NA,NA,NA,1994,1996,2,30.4514677,-91.1871466
"216","Shaun Alexander","Shaun","Alexander","Florence","KY","USA","8/30/1977","Alabama","Seattle Seahawks","1st","19th",2000,"RB","11-May",225,NA,NA,NA,NA,1994,1996,2,43.7695604,11.2558136
"217","Stephen Alexander","Stephen","Alexander","Chickasha","OK","USA","11/7/1975","Oklahoma","Washington Redskins","2nd","48th",1998,"TE","4-Jun",246,NA,NA,NA,NA,1994,1996,2,35.052565,-97.9364326
"218","Vincent Alexander","Vincent","Alexander","St. Tammany","LA","USA","3/11/1964","Southern Miss",NA,NA,NA,NA,"RB","10-May",205,NA,NA,NA,NA,1994,1996,2,30.4357418,-89.9253233
"219","Willie Alexander","Willie","Alexander","Montgomery","LA","USA","9/21/1949","Alcorn St.","Houston Oilers","6th","134th",1971,"DB","2-Jun",194,NA,NA,NA,NA,1994,1996,2,32.3792233,-86.3077368
"220","Alton Alexis","Alton","Alexis","New Iberia","LA","USA","11/16/1957","Tulane","Cincinnati Bengals","11th","281st",1980,"WR","Jun-00",184,NA,NA,NA,NA,1994,1996,2,30.0035365,-91.8187285
"221","Rich Alexis","Rich","Alexis","Boynton Beach","FL","USA","3/6/1981","Washington",NA,NA,NA,NA,"RB","Jun-00",220,NA,NA,NA,NA,1994,1996,2,26.5317866,-80.0905465
"222","Ted Alflen","Ted","Alflen","Dunsmuir","CA","USA","1/3/1947","Springfield",NA,NA,NA,NA,"RB","Jun-00",195,"9/15/1978","Broward County","FL",NA,1969,1969,0,41.2082089,-122.2719529
"223","Julie Alfonse","Julie","Alfonse","Cumberland","WI","USA","10/12/1911","Minnesota","Cleveland Rams","2nd","20th",1937,"WB-TB-DB","8-May",180,"5/21/2000","Windsor","VT",NA,1969,1969,0,36.1532977,-95.9891953
"224","Brian Alford","Brian","Alford","Oak Park","MI","USA","6/7/1975","Purdue","New York Giants","3rd","70th",1998,"WR","1-Jun",190,NA,NA,NA,NA,1969,1969,0,41.8850317,-87.7845025
"225","Bruce Alford","Bruce","Alford","Waco","TX","USA","9/12/1922","TCU","Phi/Pit Eagles/Steelers","8th","62nd",1943,"E-DB","Jun-00",190,"5/8/2010","Fort Worth","TX",NA,1969,1969,0,31.549333,-97.1466695
"226","Bruce Alford","Bruce","Alford","Fort Worth","TX","USA","4/21/1945","TCU","Chicago Bears","5th","119th",1967,"K","Jun-00",190,NA,NA,NA,NA,1969,1969,0,32.7554883,-97.3307658
"227","Darnell Alford","Darnell","Alford","Newark","NJ","USA","6/11/1977","Boston Col.","Kansas City Chiefs","6th","188th",2000,"G","4-Jun",328,NA,NA,NA,NA,1969,1969,0,40.735657,-74.1723667
"229","Gene Alford","Gene","Alford","Rising Star","TX","USA","4/3/1905","Sul Ross St.",NA,NA,NA,NA,"WB-DB-BB-FB","9-May",190,"4/1/1972","Houston","TX",NA,1969,1969,0,38.9724436,-94.7475979
"230","Jay Alford","Jay","Alford","Orange","NJ","USA","5/28/1983","Penn St.","New York Giants","3rd","81st",2007,"DT","2-Jun",280,NA,NA,NA,NA,1969,1969,0,37.3366655,-95.031581
"232","Mike Alford","Mike","Alford","DeFuniak Springs","FL","USA","6/19/1943","Auburn","Kansas City Chiefs","19th","149th",1965,"C","3-Jun",230,NA,NA,NA,NA,1969,1969,0,30.7210227,-86.1152184
"234","Warren Alfson","Warren","Alfson","Wisner","NE","USA","5/10/1915","Nebraska","Brooklyn Dodgers","16th","149th",1941,"G-LB","Jun-00",198,"6/4/2001","Wisner","NE",NA,1969,1969,0,41.9872249,-96.9142055
"235","Charles Ali","Charles","Ali","St. Louis","MO","USA","8/23/1984","Ark-Pine Bluff",NA,NA,NA,NA,"RB","2-Jun",260,NA,NA,NA,NA,2007,2008,1,38.6270025,-90.1994042
"238","Raul Allegre","Raul","Allegre","Torreon",NA,"Mexico","6/15/1959","Montana",NA,NA,NA,NA,"K","9-May",165,NA,NA,NA,NA,1961,1962,1,25.5428443,-103.4067861
"239","Andy Alleman","Andy","Alleman","Akron","OH","USA","11/20/1983","Akron","New Orleans Saints","3rd","88th",2007,"G","4-Jun",310,NA,NA,NA,NA,1961,1962,1,41.0814447,-81.5190053
"240","Anthony Allen","Anthony","Allen","McComb","MS","USA","6/29/1959","Washington","Atlanta Falcons","6th","156th",1983,"WR","11-May",180,NA,NA,NA,NA,1961,1962,1,31.2437872,-90.4531535
"244","Asher Allen","Asher","Allen","Tucker","GA","USA","1/22/1988","Georgia","Minnesota Vikings","3rd","86th",2009,"DB","10-May",190,NA,NA,NA,NA,1961,1962,1,37.09024,-95.712891
"245","Brian Allen","Brian","Allen","Ontario","CA","USA","4/20/1980","Stanford","Indianapolis Colts","6th","204th",2002,"RB","9-May",205,NA,NA,NA,NA,1961,1962,1,51.253775,-85.323214
"246","Brian L. Allen","Brian","L.","Lake City","FL","USA","4/1/1978","Florida St.","St. Louis Rams","3rd","83rd",2001,"LB","Jun-00",232,NA,NA,NA,NA,1961,1962,1,30.1896756,-82.6392899
"248","Carl Allen","Carl","Allen","Haskell","OK","USA","6/25/1920","Ouachita Baptist",NA,NA,NA,NA,"RB-DB","Jun-00",175,"11/7/2008","Alexander","AR",NA,1961,1962,1,35.8203784,-95.674149
"249","Carl Allen","Carl","Allen","Hattiesburg","MS","USA","12/21/1955","Southern Miss","Cincinnati Bengals","11th","299th",1977,"DB","Jun-00",185,NA,NA,NA,NA,1961,1962,1,31.3271189,-89.2903392
"250","Chuck Allen","Chuck","Allen","Cle Elum","WA","USA","9/7/1939","Washington","San Diego Chargers","28th","223rd",1961,"LB","1-Jun",225,NA,NA,NA,NA,1961,1962,1,47.1953976,-120.9392489
"252","Dalva Allen","Dalva","Allen","Gonzales","TX","USA","1/13/1935","Houston","Los Angeles Rams","23rd","267th",1957,"DE","4-Jun",245,NA,NA,NA,NA,1961,1962,1,29.5016257,-97.4524926
"253","David Allen","David","Allen","Euless","TX","USA","2/9/1978","Kansas St.",NA,NA,NA,NA,"RB","9-May",195,NA,NA,NA,NA,1961,1962,1,32.8370727,-97.0819541
"254","Derek Allen","Derek","Allen","Geneseo","IL","USA","1/30/1971","Illinois",NA,NA,NA,NA,"G","4-Jun",290,NA,NA,NA,NA,1961,1962,1,42.795896,-77.816947
"255","Don Allen","Don","Allen","Leon Co.","TX","USA","8/20/1939","Texas",NA,NA,NA,NA,"FB","Jun-00",200,NA,NA,NA,NA,1961,1962,1,30.4906177,-84.1857115
"256","Doug Allen","Doug","Allen","Tampa","FL","USA","11/13/1951","Penn St.","Buffalo Bills","2nd","27th",1974,"LB","2-Jun",228,NA,NA,NA,NA,1961,1962,1,27.950575,-82.4571776
"257","Duane Allen","Duane","Allen","Alhambra","CA","USA","10/21/1937","Mount San Antonio JC","Denver Broncos","33rd","258th",1962,"TE","4-Jun",225,"5/7/2003","Pasadena","CA",NA,1961,1962,1,37.1760783,-3.5881413
"259","Earl Allen","Earl","Allen","Houston","TX","USA","10/24/1961","Michigan",NA,NA,NA,NA,"DB","11-May",193,NA,NA,NA,NA,1961,1962,1,29.7604267,-95.3698028
"260","Ed Allen","Ed","Allen","Dixon","IL","USA","6/5/1901","Creighton",NA,NA,NA,NA,"E","8-May",175,"2/20/1943",NA,NA,NA,1961,1962,1,37.0285558,-95.7286009
"261","Eddie Allen","Eddie","Allen","Dansville","NY","USA","5/5/1920","Pennsylvania","Chicago Bears","11th","94th",1946,"FB-LB","1-Jun",200,"3/1/2012","Colorado Springs","CO",NA,1961,1962,1,42.5608999,-77.696106
"262","Egypt Allen","Egypt","Allen","Dallas","TX","USA","7/28/1964","TCU",NA,NA,NA,NA,"DB","Jun-00",203,NA,NA,NA,NA,1961,1962,1,32.7766642,-96.7969879
"263","Eric Allen","Eric","Allen","San Diego","CA","USA","11/22/1965","Arizona St.","Philadelphia Eagles","2nd","30th",1988,"DB","10-May",184,NA,NA,NA,NA,1961,1962,1,32.715738,-117.1610838
"264","Ermal Allen","Ermal","Allen","Kyles Ford","TN","USA","12/25/1918","Kentucky","Chicago Cardinals","3rd","18th",1947,"QB-DB","11-May",165,"2/9/1988","Dallas ","TX",NA,1961,1962,1,36.570927,-83.0434961
"265","Gary Allen","Gary","Allen","Baldwin Park","CA","USA","4/23/1960","Hawaii","Houston Oilers","6th","148th",1982,"RB","10-May",183,NA,NA,NA,NA,1961,1962,1,34.0852868,-117.9608978
"266","George Allen","George","Allen","Longview","TX","USA","4/4/1944","West Texas A&M","Houston Oilers","4th","28th",1966,"T","7-Jun",270,NA,NA,NA,NA,1961,1962,1,32.5007037,-94.7404891
"267","Gerry Allen","Gerry","Allen","Canton","OH","USA","6/26/1941","Nebraska-Omaha","New York Jets","11th","93rd",1966,"RB","1-Jun",200,NA,NA,NA,NA,1961,1962,1,38.3861194,-97.4280895
"268","Grady Allen","Grady","Allen","San Augustine","TX","USA","1/1/1946","Texas A&M",NA,NA,NA,NA,"LB","3-Jun",225,"12/3/2012","Dallas","TX",NA,1961,1962,1,29.9012437,-81.3124341
"269","Greg Allen","Greg","Allen","Milton","FL","USA","6/4/1963","Florida St.","Cleveland Browns","2nd","35th",1985,"RB","11-May",200,NA,NA,NA,NA,1961,1962,1,42.2495321,-71.0661653
"271","Ian Allen","Ian","Allen","Newark","NJ","USA","7/22/1978","Purdue",NA,NA,NA,NA,"T","4-Jun",310,NA,NA,NA,NA,1961,1962,1,40.735657,-74.1723667
"272","Jackie Allen","Jackie","Allen","Lawton","OK","USA","9/24/1947","Baylor","Oakland Raiders","6th","153rd",1969,"DB","1-Jun",190,NA,NA,NA,NA,1961,1962,1,34.6035669,-98.3959291
"273","Jake Allen","Jake","Allen","Laurel","MS","USA","1/19/1985","Mississippi Col.",NA,NA,NA,NA,"WR","4-Jun",190,NA,NA,NA,NA,1961,1962,1,37.2256902,-95.7061074
"274","James Allen","James","Allen","Wynnewood","OK","USA","3/28/1975","Oklahoma",NA,NA,NA,NA,"RB","10-May",212,NA,NA,NA,NA,1961,1962,1,39.9995913,-75.273018
"275","James Allen","James","Allen","Portland","OR","USA","11/11/1979","Oregon St.","New Orleans Saints","3rd","82nd",2002,"LB","2-Jun",240,NA,NA,NA,NA,1961,1962,1,45.5122308,-122.6587185
"276","Jared Allen","Jared","Allen","Los Gatos","CA","USA","4/3/1982","Idaho St.","Kansas City Chiefs","4th","126th",2004,"DE","6-Jun",265,NA,NA,NA,NA,1961,1962,1,37.2358078,-121.9623751
"277","Jason Allen","Jason","Allen","Muscle Shoals","AL","USA","7/5/1983","Tennessee","Miami Dolphins","1st","16th",2006,"DB","2-Jun",200,NA,NA,NA,NA,1961,1962,1,34.7448112,-87.6675292
"278","Jeff Allen","Jeff","Allen","Chicago","IL","USA","8/27/1948","Central College (IA)","St. Louis Cardinals","13th","329th",1971,"DB","11-May",190,NA,NA,NA,NA,1961,1962,1,41.8781136,-87.6297982
"279","Jeff Allen","Jeff","Allen","Richmond","IN","USA","7/18/1957","California-Davis","Miami Dolphins","8th","212th",1980,"DB","11-May",190,NA,NA,NA,NA,1961,1962,1,37.5407246,-77.4360481
"281","Jimmy Allen","Jimmy","Allen","Clearwater","FL","USA","3/6/1952","Pierce College (CA)","Pittsburgh Steelers","4th","100th",1974,"DB","2-Jun",194,NA,NA,NA,NA,1961,1962,1,27.9658533,-82.8001026
"282","Johnny Allen","Johnny","Allen","Monmouth","IL","USA","6/4/1933","Purdue","Washington Redskins","8th","87th",1955,"C-LB","2-Jun",224,"3/3/2010","Betehsda","MD",NA,1961,1962,1,40.2804557,-74.0058114
"284","Kenderick Allen","Kenderick","Allen","Bogalusa","LA","USA","9/14/1978","LSU",NA,NA,NA,NA,"DT","6-Jun",318,NA,NA,NA,NA,1961,1962,1,30.7910204,-89.8486858
"285","Kevin Allen","Kevin","Allen","Cincinnati","OH","USA","6/21/1963","Indiana","Philadelphia Eagles","1st","9th",1985,"T","5-Jun",285,NA,NA,NA,NA,1961,1962,1,39.1031182,-84.5120196
"286","Larry Allen","Larry","Allen","Los Angeles","CA","USA","11/27/1971","Butte JC (CA)","Dallas Cowboys","2nd","46th",1994,"G-T","3-Jun",325,NA,NA,NA,NA,1961,1962,1,34.0522342,-118.2436849
"287","Lou Allen","Lou","Allen","Gadsden","AL","USA","7/12/1924","Duke","Pittsburgh Steelers","5th","60th",1950,"T","3-Jun",215,"4/16/2008","Greensboro","NC",NA,1961,1962,1,34.014264,-86.0066386
"289","Marcus Allen","Marcus","Allen","San Diego","CA","USA","3/26/1960","USC","Los Angeles Raiders","1st","10th",1982,"RB","2-Jun",210,NA,NA,NA,NA,1961,1962,1,32.715738,-117.1610838
"290","Marvin Allen","Marvin","Allen","Wichita Falls","TX","USA","11/23/1965","Tulane","New England Patriots","11th","294th",1988,"RB","10-May",215,NA,NA,NA,NA,1961,1962,1,33.9137085,-98.4933873
"291","Matt Allen","Matt","Allen","Montgomery","AL","USA","10/23/1977","Troy",NA,NA,NA,NA,"P","2-Jun",246,NA,NA,NA,NA,1961,1962,1,32.3792233,-86.3077368
"292","Nate Allen","Nate","Allen","Georgetown","SC","USA","5/13/1948","Texas Southern","Kansas City Chiefs","11th","276th",1971,"DB","10-May",170,NA,NA,NA,NA,1961,1962,1,38.9076089,-77.0722585
